filename,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7,fd_1,fd_2,fd_3,fd_4,fd_5,fd_6,fd_7,fd_8,fd_9,fd_10,fd_11,fd_12,fd_13,fd_14,fd_15,fd_16
3578.jpg,3.0320681985928624,6.367990347885053,9.8373580004141,9.893952938083281,9.999999999995742,9.999921894095731,9.999999999999982,1.0,0.16032590274622507,0.20142248209865538,0.041344369478849695,0.038244802899166146,0.021203174037337805,0.024555190638690428,0.0076236105531774165,0.029948928386723125,0.006013850252085571,0.018861057202677476,0.002324903070120775,0.007767411567989452,0.006801123158366204,0.0030991661231399535,0.0019992656095939344
2666.jpg,2.5930903011881754,5.214579819255638,9.608680473660698,9.869712885671253,9.99999999999258,9.999904919429886,9.99999999999206,1.0,0.04779966373105643,0.10126813667656752,0.01108565829429925,0.042674496931925224,0.0074345392270208435,0.023430136157445762,0.0016743798462958799,0.008224173297197383,0.004984477028016756,0.007346987489018498,0.006635291322932068,0.004286935684251647,0.00409934011963262,0.006012658543360109,0.0025755188035004165
2100.jpg,3.039373483937425,6.3931158257018215,9.723788870901085,9.866453330748122,9.999999999991156,9.999900767747656,9.999999999999838,1.0,0.13683309597513663,0.05665194764944837,0.013298753520463912,0.035863517068235935,0.04531263171480251,0.035435940822616925,0.04410974291619127,0.02994720503430185,0.026601558102625652,0.021672770390148997,0.012992179009293326,0.015199548916378517,0.011150018529006442,0.004839114992673263,0.006534329165040099
1409.jpg,3.147192572212018,7.641092317805537,9.912933697158719,9.99924377900895,10.0,-9.999999922500933,9.999999999999998,1.0,0.8084545284955702,0.15926485832121992,0.8719386992727767,0.8691849396562248,0.15554276391962343,0.29528421964747237,0.08964796479108923,0.08919762916645863,0.052285494933529304,0.16596489868623,0.0364145341928811,0.031225339091310134,0.12666535392402647,0.06013110865819098,0.023924102719969916
2114.jpg,3.137900343714179,6.875093899766714,9.992279104887574,9.998474300345963,9.999999999999998,9.999999551600503,-10.0,1.0,0.12161143709866425,0.13888661735112834,0.08205578418804044,0.08865558521015533,0.022422834665653715,0.03418621546754986,0.03414292504979105,0.02750073745744363,0.009588642009121054,0.0189282448336803,0.015328591026346131,0.012656949787591881,0.014108359853085268,0.005879376867868869,0.008651171674623767
2672.jpg,2.455527242877267,4.926050738338654,9.567258770186651,9.845464941799285,9.999999999988828,9.999839980148,9.999999999988743,1.0,0.02442365420714147,0.12007306110957719,0.012514264744749164,0.04361741505708218,0.002141353752485117,0.016661362627958372,0.0011920341283649535,0.012324603428972312,0.004835443091496863,0.006739947986090977,0.005438356923889309,0.003755161555764722,0.002456672251462161,0.0018936913841083554,0.001367297057788957
3544.jpg,3.1653937104027565,8.442229599594073,9.815438095363584,9.999844790575,-10.0,-9.999999995812676,-10.0,1.0,5.912581393916111,0.46449879713915454,2.8722186119573516,2.530796670228611,0.4505481754094802,0.24441095174020636,0.5082661513030947,0.214836462666561,0.7300900906156128,0.3617115877284592,0.21192089764270688,0.3258048244747139,0.05120331779767604,0.14895711521913602,0.19852007863022988
1353.jpg,2.962381234113753,6.103212465083247,9.936788395245022,9.970886172960226,9.99999999999969,9.999974815293303,9.999999999999963,1.0,0.023304843119012802,0.16040427973249052,0.05683159946492442,0.061507034657672335,0.020607499447957846,0.03848547287704774,0.011327754823792311,0.017958379618863363,0.0020865592317912567,0.009024202719361626,0.002274681462572955,0.0056627552299582185,0.0010336288408808172,0.004242234022765559,0.0009124274103900396
1435.jpg,3.163940975357014,8.869427734064118,9.963571905580244,9.995702814231382,9.999999999999988,-9.999999848259536,9.999999999999998,1.0,0.9594098718991574,1.3238840874080826,2.5645126233131443,1.6624980488359509,0.7045044357009819,0.7151151521683629,0.27370881808625863,0.28134755675088613,0.1988533607156263,0.27806616259975886,0.46756192442774897,0.2224369485539241,0.15997972159953305,0.045397941202261746,0.1387430545815682
3222.jpg,2.9645747328216197,6.108291941954887,9.936457061144495,9.970844789361601,9.999999999999687,9.999975666633494,-9.999999999999961,1.0,0.05231970062885428,0.14443061737458104,0.02912903383910846,0.06362370567683505,0.009352241307682129,0.04038163358475086,0.005310142819071318,0.022826382877807815,0.0042626292540945306,0.014846269366548736,0.004505434469606019,0.011765424988240033,0.004216778016221748,0.009271424507880429,0.008803367425811861
